"pattern"	"count"	"nhits"	"name"
"Metals|Copper_resistance|Copper_resistance_protein|CUTA"	237	1230334	"G527_95_MockCommunity_S95"
"Metals|Copper_resistance|Copper_resistance_protein|CUTC"	497	1230334	"G527_95_MockCommunity_S95"
"Metals|Copper_resistance|Copper_resistance_protein|CUTE"	545	1230334	"G527_95_MockCommunity_S95"
"Metals|Copper_resistance|Copper_resistance_protein|CUTF"	254	1230334	"G527_95_MockCommunity_S95"
"Metals|Copper_resistance|Copper_resistance_protein|YCNJ"	917	1230334	"G527_95_MockCommunity_S95"
"Metals|Copper_resistance|Copper_resistance_protein|YFMO"	399	1230334	"G527_95_MockCommunity_S95"
"Metals|Copper_resistance|Copper_resistance_regulator|BHSA"	98	1230334	"G527_95_MockCommunity_S95"
"Metals|Copper_resistance|Copper_resistance_regulator|COMR"	200	1230334	"G527_95_MockCommunity_S95"
"Metals|Copper_resistance|Copper_resistance_regulator|COPR"	107	1230334	"G527_95_MockCommunity_S95"
"Metals|Copper_resistance|Copper_resistance_regulator|COPZ"	278	1230334	"G527_95_MockCommunity_S95"
"Metals|Copper_resistance|Copper_resistance_regulator|CSOR"	129	1230334	"G527_95_MockCommunity_S95"
"Metals|Copper_resistance|Copper_resistance_regulator|CUER"	370	1230334	"G527_95_MockCommunity_S95"
"Metals|Copper_resistance|Copper_resistance_regulator|YCNK"	218	1230334	"G527_95_MockCommunity_S95"
"Metals|Copper_resistance|Copper_resistance_regulator|YFMP"	127	1230334	"G527_95_MockCommunity_S95"
"Metals|Gold_resistance|Gold_resistance_regulator|GOLS"	203	1230334	"G527_95_MockCommunity_S95"
"Metals|Iron_resistance|Iron_resistance_protein|ACN"	68	1230334	"G527_95_MockCommunity_S95"
"Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRA"	101	1230334	"G527_95_MockCommunity_S95"
"Metals|Mercury_resistance|Mercury_resistance_protein|MERA"	944	1230334	"G527_95_MockCommunity_S95"
"Metals|Mercury_resistance|Mercury_resistance_protein|MERE"	190	1230334	"G527_95_MockCommunity_S95"
"Metals|Mercury_resistance|Mercury_resistance_protein|MERF"	75	1230334	"G527_95_MockCommunity_S95"
"Metals|Mercury_resistance|Mercury_resistance_protein|MERP"	165	1230334	"G527_95_MockCommunity_S95"
"Metals|Mercury_resistance|Mercury_resistance_protein|MERT"	271	1230334	"G527_95_MockCommunity_S95"
"Metals|Mercury_resistance|Mercury_resistance_regulator|MERD"	757	1230334	"G527_95_MockCommunity_S95"
"Metals|Mercury_resistance|Mercury_resistance_regulator|MERR"	289	1230334	"G527_95_MockCommunity_S95"
"Metals|Mercury_resistance|Mercury_resistance_regulator|MERR1"	52	1230334	"G527_95_MockCommunity_S95"
"Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2"	199	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD"	840	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE"	500	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODA"	374	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB"	873	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC"	1233	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM"	67	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|COPAM"	40	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA"	1496	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORB"	363	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC"	1343	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORD"	439	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CTPC"	56	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CUEA"	40	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA"	5256	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB"	394	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC"	518	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF"	332	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FPTA"	539	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FPVA"	1214	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|GOLT"	713	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MCO"	610	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTA"	267	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTH"	424	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP"	156	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR"	193	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCZA"	39	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA"	339	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNA"	198	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB"	95	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RECGM"	648	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RUVBM"	442	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YFEC"	50	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YGJH"	325	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT"	181	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZNTA"	681	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|MGTA"	2755	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|RCNR"	81	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS"	568	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSA"	826	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSB"	348	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC"	1070	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF"	133	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZRA"	701	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZRB"	332	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSR"	249	1230334	"G527_95_MockCommunity_S95"
"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSS"	461	1230334	"G527_95_MockCommunity_S95"
"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA"	470	1230334	"G527_95_MockCommunity_S95"
"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB"	660	1230334	"G527_95_MockCommunity_S95"
"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC"	267	1230334	"G527_95_MockCommunity_S95"
"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD"	476	1230334	"G527_95_MockCommunity_S95"
"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE"	486	1230334	"G527_95_MockCommunity_S95"
"Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR"	353	1230334	"G527_95_MockCommunity_S95"
"Metals|Sodium_resistance|Sodium_resistance_protein|CHAA"	354	1230334	"G527_95_MockCommunity_S95"
"Metals|Sodium_resistance|Sodium_resistance_protein|NHAA"	337	1230334	"G527_95_MockCommunity_S95"
"Metals|Sodium_resistance|Sodium_resistance_protein|NHAB"	1053	1230334	"G527_95_MockCommunity_S95"
"Metals|Tellurium_resistance|Tellurium_resistance_protein|TERW"	142	1230334	"G527_95_MockCommunity_S95"
"Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ"	186	1230334	"G527_95_MockCommunity_S95"
"Metals|Zinc_resistance|Zinc_resistance_protein|ZITB"	281	1230334	"G527_95_MockCommunity_S95"
"Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA"	937	1230334	"G527_95_MockCommunity_S95"
"Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB"	348	1230334	"G527_95_MockCommunity_S95"
"Metals|Zinc_resistance|Zinc_resistance_protein|ZNUC"	261	1230334	"G527_95_MockCommunity_S95"
"Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR"	137	1230334	"G527_95_MockCommunity_S95"
"Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR"	996	1230334	"G527_95_MockCommunity_S95"
"Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR"	380	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA"	256	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB"	488	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITA"	301	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITB"	352	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITC"	268	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITD"	295	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CUID"	1134	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA"	234	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF"	1169	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|RUVB"	164	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA"	286	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB"	201	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YCHH"	104	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW"	226	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN"	296	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YIEF"	252	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YJAA"	158	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YODB"	123	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT"	485	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_MFS_efflux_pumps|MDRL"	989	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS"	136	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS|RequiresSNPConfirmation"	134	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD"	4696	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESA"	397	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESB"	1088	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESC"	508	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA"	802	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB"	1876	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC"	2037	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA"	293	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER"	495	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES"	1526	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_SMR_efflux_pump|YKKC"	137	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRA"	585	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRB"	391	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI"	494	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|PHOB|RequiresSNPConfirmation"	51	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|SOXR"	142	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|SOXR|RequiresSNPConfirmation"	180	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK"	1291	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA"	1872	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|PMPM"	345	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_regulator|MEPR"	210	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR"	939	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR1"	369	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BLT"	262	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA"	248	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRASM"	36	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB"	304	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRBSM"	36	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD"	796	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK"	599	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY"	808	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN"	152	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|LMRS"	622	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA"	3020	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG"	730	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH"	437	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM"	694	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORA"	971	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORB"	526	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|BMR"	523	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRR"	108	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS"	2790	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA"	580	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB"	1235	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE"	330	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF"	2186	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEJ"	51	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AMRA"	5	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AMRB"	96	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ARMR"	62	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AXY"	416	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|CEOB"	173	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|EMHC"	171	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE"	338	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF"	1050	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN"	365	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO"	540	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP"	502	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXA"	429	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXB"	2164	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXC"	999	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXD"	1124	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXE"	353	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXF"	1777	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXG"	129	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXH"	315	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXI"	915	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXJ"	331	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXK"	719	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXN"	1185	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXQ"	1559	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXX"	659	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXY"	1690	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OPRN"	770	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB"	10584	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEB"	367	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEX"	54	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEY"	414	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME"	1283	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGA"	52	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGB"	666	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGC"	81	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation"	204	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS"	240	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR"	2689	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP"	291	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW"	456	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX"	260	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA"	380	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARR"	158	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXL"	190	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXR"	784	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXS|RequiresSNPConfirmation"	266	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXT|RequiresSNPConfirmation"	589	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXZ|RequiresSNPConfirmation"	142	1230334	"G527_95_MockCommunity_S95"
"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNO"	674	1230334	"G527_95_MockCommunity_S95"
